Sampling_Rate,Duration,Score,Recording_Length,Error,Participant,Database,Method
360,16.124745,0.008019718671780751,30.092592592592595,None,MIT-Arrhythmia_45,MIT-Arrhythmia,christov2004
360,5.379693,0.009624442967161962,10.0,None,MIT-Arrhythmia_45,MIT-Arrhythmia-x,christov2004
360,15.337944,0.38780246687125774,30.092592592592595,None,MIT-Arrhythmia_46,MIT-Arrhythmia,christov2004
360,4.583669,0.3847511806648408,10.0,None,MIT-Arrhythmia_46,MIT-Arrhythmia-x,christov2004
360,16.996775,0.002145287648681955,30.092592592592595,None,MIT-Arrhythmia_47,MIT-Arrhythmia,christov2004
360,5.622314,0.0011704787026536644,10.0,None,MIT-Arrhythmia_47,MIT-Arrhythmia-x,christov2004
128,24.160482,0.06422430128852952,120.0,None,MIT-Normal_00,MIT-Normal,christov2004
128,24.653298,0.0962685051080891,120.0,None,MIT-Normal_01,MIT-Normal,christov2004
128,24.327042,0.03376601798932342,120.0,None,MIT-Normal_02,MIT-Normal,christov2004
128,24.638123,0.05331570962176857,120.0,None,MIT-Normal_03,MIT-Normal,christov2004
128,24.328972,0.025474364331593828,120.0,None,MIT-Normal_04,MIT-Normal,christov2004
128,24.668195,0.08183438683460424,120.0,None,MIT-Normal_05,MIT-Normal,christov2004
128,21.873676,0.43877203394470554,120.0,None,MIT-Normal_06,MIT-Normal,christov2004
128,24.813195,0.0666371571452433,120.0,None,MIT-Normal_07,MIT-Normal,christov2004
128,24.276291,0.09829955291509165,120.0,None,MIT-Normal_08,MIT-Normal,christov2004
128,24.676912,0.10015256482772385,120.0,None,MIT-Normal_09,MIT-Normal,christov2004
128,24.379016,0.039274182681359085,120.0,None,MIT-Normal_10,MIT-Normal,christov2004
128,26.196666,0.03474586193442755,120.0,None,MIT-Normal_11,MIT-Normal,christov2004
128,24.398663,0.117200079634013,120.0,None,MIT-Normal_12,MIT-Normal,christov2004
128,24.172494,0.0723415084244103,120.0,None,MIT-Normal_13,MIT-Normal,christov2004
128,24.646434,0.043113802709302394,120.0,None,MIT-Normal_14,MIT-Normal,christov2004
128,24.721658,0.06252711532172571,120.0,None,MIT-Normal_15,MIT-Normal,christov2004
128,24.342929,0.043437115624220625,120.0,None,MIT-Normal_16,MIT-Normal,christov2004
128,23.922191,0.03095064423786888,120.0,None,MIT-Normal_17,MIT-Normal,christov2004
500,0.111654,0.17112760766904545,0.16666666666666666,None,LUDB_01,LUDB,christov2004
500,0.119626,0.22786467480705827,0.16666666666666666,None,LUDB_02,LUDB,christov2004
500,0.117518,0.012431206973555755,0.16666666666666666,None,LUDB_03,LUDB,christov2004
500,0.099751,0.4005858628105333,0.16666666666666666,None,LUDB_04,LUDB,christov2004
