epoch,Efficient_CapsNet_accuracy,Efficient_CapsNet_loss,Generator_loss,loss,val_Efficient_CapsNet_accuracy,val_Efficient_CapsNet_loss,val_Generator_loss,val_loss
0,0.6820105910301208,0.19364705681800842,0.4052949547767639,0.3525226414203644,0.6277128458023071,0.247003436088562,0.3728325068950653,0.3931538164615631
1,0.841512143611908,0.10901549458503723,0.3713839650154114,0.2545980215072632,0.747197687625885,0.19824157655239105,0.37303435802459717,0.3444710373878479
2,0.8929700255393982,0.07970579713582993,0.3713494837284088,0.22527478635311127,0.8099213242530823,0.1369824856519699,0.37248697876930237,0.28299739956855774
3,0.9068630337715149,0.07072628289461136,0.3713321387767792,0.2162885218858719,0.8216074705123901,0.13447004556655884,0.37241119146347046,0.28045523166656494
4,0.9177151322364807,0.06274647265672684,0.3713226914405823,0.20830489695072174,0.8938707113265991,0.08503274619579315,0.37234845757484436,0.2309933602809906
5,0.925108790397644,0.057454533874988556,0.3712870180606842,0.2029990255832672,0.899833083152771,0.08303587138652802,0.37232333421707153,0.22898662090301514
6,0.9298789501190186,0.05435105040669441,0.3712622821331024,0.19988587498664856,0.9098497629165649,0.0733017697930336,0.3722786605358124,0.21923498809337616
7,0.9371533989906311,0.049970488995313644,0.3711899220943451,0.19547690451145172,0.9215359091758728,0.06447618454694748,0.3722204864025116,0.21038657426834106
8,0.943175733089447,0.04614432528614998,0.37112438678741455,0.19162502884864807,0.9146196246147156,0.06735971570014954,0.37212860584259033,0.2132340967655182
9,0.9479458332061768,0.0426899679005146,0.3710218369960785,0.18813051283359528,0.9315525889396667,0.05673571676015854,0.3719761371612549,0.20255035161972046
10,0.95438551902771,0.03899991512298584,0.3709086775779724,0.18439613282680511,0.9255902767181396,0.06251800060272217,0.37196850776672363,0.20832966268062592
11,0.958678662776947,0.035943832248449326,0.3707493841648102,0.1812775731086731,0.915812075138092,0.0672428086400032,0.37167444825172424,0.21293915808200836
12,0.9621966481208801,0.033565979450941086,0.37058812379837036,0.17883656919002533,0.9358454346656799,0.05924355611205101,0.3715394139289856,0.2048870027065277
13,0.9634488224983215,0.032384369522333145,0.37031233310699463,0.17754679918289185,0.9408537745475769,0.0527082234621048,0.37061604857444763,0.19798970222473145
14,0.967205286026001,0.029593532904982567,0.3683950901031494,0.17400437593460083,0.9422847628593445,0.04767061397433281,0.3669765293598175,0.191525399684906
15,0.9686959385871887,0.028018176555633545,0.3656246066093445,0.17134299874305725,0.9406152963638306,0.04636267200112343,0.36604464054107666,0.18985214829444885
16,0.9734660983085632,0.02479802817106247,0.36495861411094666,0.16786178946495056,0.9277366995811462,0.05750095099210739,0.3656216561794281,0.20082463324069977
17,0.9733468294143677,0.023876436054706573,0.36399516463279724,0.1665625423192978,0.9148581027984619,0.06439591944217682,0.36397168040275574,0.20707282423973083
18,0.9756723046302795,0.022469813004136086,0.36069050431251526,0.1638604700565338,0.946100652217865,0.04398025572299957,0.35949304699897766,0.18490150570869446
19,0.9759107828140259,0.022077152505517006,0.357065349817276,0.16204670071601868,0.9403768181800842,0.043919358402490616,0.3573688268661499,0.18400795757770538
20,0.979846179485321,0.020009906962513924,0.35488399863243103,0.1591244488954544,0.9396613240242004,0.04337652772665024,0.3551972508430481,0.18261386454105377
21,0.979428768157959,0.019336290657520294,0.35313042998313904,0.15776345133781433,0.9403768181800842,0.04547910764813423,0.35337862372398376,0.184003546833992
22,0.9812772274017334,0.017736991867423058,0.3515262305736542,0.1555352658033371,0.9351300001144409,0.05047745257616043,0.3518730103969574,0.1884116530418396
23,0.9811579585075378,0.01676873303949833,0.3498952090740204,0.15392768383026123,0.9470546245574951,0.040503960102796555,0.3495422899723053,0.17752452194690704
24,0.9855703115463257,0.01563875749707222,0.3478120267391205,0.15198102593421936,0.9449082016944885,0.0411318838596344,0.347228467464447,0.17724543809890747
25,0.984675943851471,0.015059546567499638,0.34539443254470825,0.15045416355133057,0.9539709091186523,0.03296296298503876,0.3446217179298401,0.16805464029312134
26,0.9878957867622375,0.01367398351430893,0.3424071669578552,0.1478976011276245,0.9394228458404541,0.042316459119319916,0.33880555629730225,0.17512823641300201
27,0.9853318333625793,0.014290465041995049,0.33458179235458374,0.14544647932052612,0.9329835176467896,0.04803089424967766,0.3307033181190491,0.17766661942005157
28,0.9880150556564331,0.012756717391312122,0.3299190104007721,0.1420849859714508,0.9406152963638306,0.04249946027994156,0.3284704387187958,0.17125985026359558
29,0.9864647388458252,0.012925509363412857,0.32880350947380066,0.14181648194789886,0.9425232410430908,0.041792407631874084,0.3277806043624878,0.17028239369392395
30,0.987776517868042,0.012299788184463978,0.3281674087047577,0.14094145596027374,0.9489625692367554,0.03660663962364197,0.3269813358783722,0.16478331387043
31,0.9882535338401794,0.011293401010334492,0.32740435004234314,0.1396358758211136,0.9546864032745361,0.033449575304985046,0.3262247145175934,0.16132964193820953
32,0.988551676273346,0.011150065809488297,0.3266373872756958,0.13919194042682648,0.9463391304016113,0.03858321160078049,0.3256414234638214,0.16623465716838837
33,0.9893268346786499,0.010506335645914078,0.3257772624492645,0.1382109671831131,0.9503934979438782,0.0365140326321125,0.3246035873889923,0.16375865042209625
34,0.9893864393234253,0.010228223167359829,0.32438594102859497,0.1373874992132187,0.9565943479537964,0.032500267028808594,0.32241037487983704,0.15888512134552002
35,0.9924870133399963,0.00912588182836771,0.32288360595703125,0.13569623231887817,0.954447865486145,0.03310786187648773,0.32107168436050415,0.15896795690059662
36,0.990877091884613,0.009133032523095608,0.32146933674812317,0.1351490169763565,0.954447865486145,0.03253581002354622,0.31930258870124817,0.15770241618156433
37,0.990877091884613,0.009131657890975475,0.3204207420349121,0.1347365826368332,0.9513474702835083,0.034971632063388824,0.3186374306678772,0.15987750887870789
38,0.9925466775894165,0.008191186003386974,0.31950533390045166,0.13343729078769684,0.9396613240242004,0.04276605695486069,0.3176858127117157,0.16729891300201416
39,0.99224853515625,0.008548248559236526,0.31834179162979126,0.13333821296691895,0.9506319761276245,0.03657584637403488,0.3164154887199402,0.16061072051525116
40,0.992427408695221,0.008329077623784542,0.31708481907844543,0.13262633979320526,0.9542093873023987,0.033030543476343155,0.3142986595630646,0.15623562037944794
41,0.9923081398010254,0.007821513339877129,0.31580016016960144,0.13161517679691315,0.9532554149627686,0.035152092576026917,0.31342440843582153,0.1580144762992859
42,0.9926062822341919,0.0078915199264884,0.3148357570171356,0.13130712509155273,0.9558788537979126,0.03280087187886238,0.3125704526901245,0.15532849729061127
