epoch,Efficient_CapsNet_accuracy,Efficient_CapsNet_loss,Generator_loss,loss,val_Efficient_CapsNet_accuracy,val_Efficient_CapsNet_loss,val_Generator_loss,val_loss
0,0.8152751326560974,0.16687753796577454,0.45132923126220703,0.34379854798316956,0.5049590468406677,0.439041405916214,0.3950538635253906,0.5939024686813354
1,0.9089653491973877,0.06254184991121292,0.38702332973480225,0.21425499022006989,0.6528676152229309,0.23506025969982147,0.3885887861251831,0.38738706707954407
2,0.933078408241272,0.047836627811193466,0.38697969913482666,0.1995326429605484,0.929711103439331,0.09057579934597015,0.38803941011428833,0.24268728494644165
3,0.95039302110672,0.038616281002759933,0.3867775797843933,0.19023306667804718,0.9456662535667419,0.07618603855371475,0.38777631521224976,0.22819437086582184
4,0.9583598971366882,0.033083006739616394,0.3864627182483673,0.1845763772726059,0.9458818435668945,0.07479390501976013,0.3874835669994354,0.2266874611377716
5,0.9652644991874695,0.029443245381116867,0.3860912322998047,0.180790975689888,0.9495472311973572,0.06222827732563019,0.3871748149394989,0.21400077641010284
6,0.9674952030181885,0.026665570214390755,0.38591277599334717,0.1779434084892273,0.9480379223823547,0.07848896086215973,0.38704735040664673,0.2302115261554718
7,0.9721691012382507,0.023688601329922676,0.38567113876342773,0.17487165331840515,0.9590340852737427,0.06136354058980942,0.3868004381656647,0.21298930048942566
8,0.97429358959198,0.02148023247718811,0.38548439741134644,0.17259010672569275,0.9601120948791504,0.05834857001900673,0.38667288422584534,0.20992431044578552
9,0.9788612723350525,0.02055695466697216,0.38532090187072754,0.17160269618034363,0.9633462429046631,0.05401197448372841,0.38655632734298706,0.20554204285144806
10,0.9811981916427612,0.018138036131858826,0.3852185606956482,0.1691436767578125,0.9611901640892029,0.052162591367959976,0.38638487458229065,0.20362544059753418
11,0.9819417595863342,0.017316415905952454,0.3850564956665039,0.16825854778289795,0.9622682332992554,0.05107346549630165,0.3865717947483063,0.2026095986366272
12,0.9855534434318542,0.01579359546303749,0.3849051594734192,0.16667640209197998,0.9693833589553833,0.048937179148197174,0.38592472672462463,0.20021966099739075
13,0.9870405793190002,0.014386100694537163,0.38473817706108093,0.16520348191261292,0.9629150629043579,0.05194227024912834,0.3860907256603241,0.20328982174396515
14,0.9872530102729797,0.013815408572554588,0.38441330194473267,0.16450540721416473,0.9700301885604858,0.041663624346256256,0.384860634803772,0.19252900779247284
15,0.9895899891853333,0.012687060981988907,0.38271579146385193,0.16271166503429413,0.9676584601402283,0.041709501296281815,0.3787466883659363,0.19017820060253143
16,0.9899086356163025,0.012340182438492775,0.3762860596179962,0.159844309091568,0.9747735857963562,0.034436844289302826,0.37623634934425354,0.18192149698734283
17,0.9920331239700317,0.011025712825357914,0.37432265281677246,0.15776017308235168,0.970892608165741,0.034384824335575104,0.37343472242355347,0.18077123165130615
18,0.9927766919136047,0.010211321525275707,0.3715115785598755,0.1558438539505005,0.9760672450065613,0.030332256108522415,0.3707192540168762,0.17565418779850006
19,0.9932016134262085,0.00918232835829258,0.3693869113922119,0.15398196876049042,0.9777921438217163,0.030057715252041817,0.3702866733074188,0.17521007359027863
20,0.9933078289031982,0.008756010793149471,0.3687448799610138,0.15330402553081512,0.9758516550064087,0.026226697489619255,0.3705538213253021,0.17148379981517792
21,0.994157612323761,0.007883247919380665,0.36859017610549927,0.1523706018924713,0.9764984846115112,0.022018617019057274,0.3698735237121582,0.16700902581214905
22,0.9945825338363647,0.007369093131273985,0.3683917820453644,0.1517786979675293,0.9769297242164612,0.024420009925961494,0.36980175971984863,0.16938228905200958
23,0.9947949647903442,0.007791862357407808,0.36820346117019653,0.15212763845920563,0.9775765538215637,0.021561963483691216,0.36959710717201233,0.16644403338432312
24,0.9949012398719788,0.0068718986585736275,0.3680952489376068,0.15116523206233978,0.9762828946113586,0.022224191576242447,0.36963599920272827,0.1671215146780014
25,0.9955385327339172,0.00643870560452342,0.3679788112640381,0.1506863832473755,0.974342405796051,0.023016221821308136,0.36911046504974365,0.16770750284194946
26,0.9971319437026978,0.0054110875353217125,0.3679078221321106,0.14963097870349884,0.9758516550064087,0.020702552050352097,0.3691447973251343,0.16540731489658356
27,0.996282160282135,0.005226682871580124,0.36784490942955017,0.14942187070846558,0.9764984846115112,0.020366419106721878,0.36909082531929016,0.16505002975463867
28,0.9971319437026978,0.005173915531486273,0.3676832616329193,0.1493057757616043,0.9752048254013062,0.022037647664546967,0.3692391514778137,0.16677939891815186
29,0.998512864112854,0.004166546277701855,0.36762040853500366,0.14827373623847961,0.9745579957962036,0.020637553185224533,0.36903345584869385,0.1652986705303192
30,0.997025728225708,0.004816689994186163,0.3674047589302063,0.14883935451507568,0.9782233834266663,0.018126927316188812,0.36887678503990173,0.16272659599781036
31,0.9973443746566772,0.004256639163941145,0.36718377470970154,0.14819270372390747,0.9799482822418213,0.016937846317887306,0.3682270646095276,0.16128286719322205
32,0.997450590133667,0.0037102801725268364,0.36698123812675476,0.14756689965724945,0.9782233834266663,0.01746194437146187,0.3683261573314667,0.16184577345848083
33,0.9978755116462708,0.0036680891644209623,0.3667340874671936,0.14742785692214966,0.9801638722419739,0.016134748235344887,0.36764323711395264,0.16025087237358093
34,0.997769296169281,0.0035678676795214415,0.3663618564605713,0.1471817046403885,0.9784389734268188,0.017164131626486778,0.3673243224620819,0.16115526854991913
35,0.9978755116462708,0.0035698532592505217,0.3660613000392914,0.1470658779144287,0.9790858030319214,0.01599331572651863,0.3677390515804291,0.16014701128005981
36,0.997769296169281,0.0034141119103878736,0.36554813385009766,0.14670898020267487,0.9786545634269714,0.015971636399626732,0.36759480834007263,0.16006878018379211
37,0.99819415807724,0.0031551076099276543,0.3651435673236847,0.14629139006137848,0.9764984846115112,0.017904972657561302,0.3667725920677185,0.16167981922626495
38,0.9979817271232605,0.002835603430867195,0.3647332787513733,0.1458110362291336,0.9775765538215637,0.017243199050426483,0.36594873666763306,0.16069509088993073
39,0.997450590133667,0.003228704212233424,0.3642098903656006,0.1459989696741104,0.9771453142166138,0.016445806249976158,0.3657139837741852,0.15980568528175354
40,0.9987252950668335,0.0026952559128403664,0.36368563771247864,0.1452600210905075,0.9808107018470764,0.014766465872526169,0.36519503593444824,0.1579228937625885
41,0.9984066486358643,0.002742418088018894,0.36307069659233093,0.14506612718105316,0.9801638722419739,0.01526110153645277,0.36341407895088196,0.15771940350532532
